=== page 0.0 isOverview=true items 710
0	tag	lesson content	SECTION_MARKER	tag	«[Fundamental 1 code]»	after«MXFUN03»	consumed=false
92	tag	end activity	CONTAINER_CLOSE	tag	«[End activity]»	after«»	consumed=false
93	tag	activity	CONTAINER_OPEN	tag	«[Activity 1G]»	after«»	consumed=false
94	tag	h2	ELEMENT	tag	«[H2] Measuring tools quiz»	after«»	consumed=false
95	tag	activity	CONTAINER_OPEN	tag	«[Activity Body]»	after«Choose the best answer for each question»	consumed=true
96	tag	mcq	INTERACTIVE	tag	«[Multichoice quiz»	after«] to trigger MTK engagement.»	consumed=true
97	table	6x2	«Questions|Answers // 1. Which objec|A) A pencil B) // 2. Which unit |A) Centimetres»	consumed=true
98	tag	button	ELEMENT	tag	«[Button] Check answers»	after«»	consumed=true
99	tag	end activity	CONTAINER_CLOSE	tag	«[End activity]»	after«»	consumed=false
100	tag	alert	CONTAINER_OPEN	tag	«[Alert]»	after«In this lesson, you have explored the to»	consumed=false
101	tag	page	PAGE_BOUNDARY	tag	«[Page 2]»	after«»	consumed=false
102	tag	tab n	SUBTAG	tag	«[side tab 2]»	after«Time»	consumed=false
103	tag	heading	ELEMENT	tag	«[Lesson 2 title H1]»	after«Time»	consumed=false
104	tag	h2	ELEMENT	tag	«[H2]»	after«Measuring time»	consumed=false
105	tag	body	ELEMENT	tag	«[Body]»	after«Time is how we keep track of our days, m»	consumed=false
106	tag	activity	CONTAINER_OPEN	tag	«[Activity 2A]»	after«»	consumed=false
107	tag	h3	ELEMENT	tag	«[H3]»	after«Arrange the days and months»	consumed=false
108	tag	activity	CONTAINER_OPEN	tag	«[Activity body]»	after«Sort the days of the week into the corre»	consumed=true
109	tag	reorder	INTERACTIVE	tag	«[Reorder interactive] Could these please be coloured and mad»	after«»	consumed=true
110	table	1x7	«Mane / Monday|Tūrei / Tuesda|Wenerei / Wedn|Tāite / Thursd|Paraire / Frid|Hāterei / Satu|Rātapu / Sunda»	consumed=true
111	tag	button	ELEMENT	tag	«[Button]»	after«Check answers»	consumed=true
112	tag	button	ELEMENT	tag	«[Button]»	after«Reset»	consumed=true
113	tag	activity	CONTAINER_OPEN	tag	«[Activity body]»	after«Sort the months of the year into the cor»	consumed=true
114	tag	reorder	INTERACTIVE	tag	«[Reorder interactive] Same as above please.»	after«»	consumed=true
115	table	2x6	«Hānuere / Janu|Pēpuere / Febr|Māehe / March|Āperira / Apri|Mei / May|Hune / June // Hūrae / July|Ākuhata / Augu|Hepetema / Sep|Oketopa / Octo|Noema / Novemb|Tihema / Decem»	consumed=true
116	tag	button	ELEMENT	tag	«[Button]»	after«Check answers»	consumed=true
117	tag	button	ELEMENT	tag	«[Button]»	after«Reset»	consumed=true
118	tag	end activity	CONTAINER_CLOSE	tag	«[End activity]»	after«»	consumed=false
119	tag	h2	ELEMENT	tag	«[H2]»	after«Seasons»	consumed=false
120	tag	body	ELEMENT	tag	«[Body]»	after«Seasons are different times of the year »	consumed=false
121	tag	activity	CONTAINER_OPEN	tag	«[Activity 2B]»	after«»	consumed=false
122	tag	h3	ELEMENT	tag	«[H3]»	after«Seasons matching»	consumed=false
123	tag	activity	CONTAINER_OPEN	tag	«[Activity body]»	after«Drag each picture to the season it belon»	consumed=true
124	tag	drag and drop	INTERACTIVE	tag	«[Drag and drop] Could this please be recreated, they have to»	after«»	consumed=true
125	tag	?		instruction	«I have shown the answers and where they below in the table. »	after«»	consumed=true
126	tag	image	ELEMENT	tag	«[Image]»	after«https://www.istockphoto.com/photo/pohutu»	consumed=true
127	tag	image	ELEMENT	tag	«[Image]»	after«https://www.istockphoto.com/photo/herefo»	consumed=true
128	tag	image	ELEMENT	tag	«[Image]»	after«https://www.istockphoto.com/photo/yellow»	consumed=true
129	tag	image	ELEMENT	tag	«[Image]»	after«https://www.istockphoto.com/photo/autumn»	consumed=true
130	table	4x4	«🔴[RED TEXT] B|🔴[RED TEXT] [|🔴[RED TEXT] [|🔴[RED TEXT] [ // 🔴[RED TEXT] D|🔴[RED TEXT] [|🔴[RED TEXT] [|🔴[RED TEXT] [ // 🔴[RED TEXT] C|🔴[RED TEXT] [|🔴[RED TEXT] [|🔴[RED TEXT] [»	consumed=true
131	tag	button	ELEMENT	tag	«[Button]»	after«Check answers»	consumed=true
132	tag	button	ELEMENT	tag	«[Button]»	after«Reset»	consumed=true
133	tag	end activity	CONTAINER_CLOSE	tag	«[End activity]»	after«»	consumed=false
134	tag	h2	ELEMENT	tag	«[H2]»	after«Duration of time»	consumed=false
135	tag	body	ELEMENT	tag	«[body]»	after«Duration of time is all about understand»	consumed=false
136	tag	activity	CONTAINER_OPEN	tag	«[Activity 2C]»	after«»	consumed=false
137	tag	h3	ELEMENT	tag	«[H3]»	after«What takes longer?»	consumed=false
138	tag	activity	CONTAINER_OPEN	tag	«[Activity body]»	after«Select the image that shows the activity»	consumed=true
139	tag	mcq	INTERACTIVE	tag	«[Multichoice image] Could the text please be displayed under»	after«»	consumed=true
140	table	3x2	«🔴[RED TEXT] [|🔴[RED TEXT] [ // 🔴[RED TEXT] [|🔴[RED TEXT] [ // 🔴[RED TEXT] [|🔴[RED TEXT] [»	consumed=true
141	tag	button	ELEMENT	tag	«[Button]»	after«Check answers»	consumed=true
142	tag	button	ELEMENT	tag	«[Button]»	after«Reset»	consumed=true
143	tag	end activity	CONTAINER_CLOSE	tag	«[End activity]»	after«»	consumed=false
144	tag	h2	ELEMENT	tag	«[H2]»	after«Telling the time»	consumed=false
145	tag	body	ELEMENT	tag	«[Body]»	after«Clock time is how we measure the hours a»	consumed=false
146	tag	image	ELEMENT	tag	«[Image] Can this PDF please be used as an image.»	after«https://www.twinkl.co.nz/resource/t2-m-2»	consumed=false
147	tag	activity	CONTAINER_OPEN	tag	«[Activity 2D]»	after«»	consumed=false
148	tag	h3	ELEMENT	tag	«[H3]»	after«Hip-hop around the clock»	consumed=false
149	tag	activity	CONTAINER_OPEN	tag	«[Activity Body]»	after«Watch this video and ‘Hip-Hop Around the»	consumed=false
150	tag	video	ELEMENT	tag	«[Video]»	after«»	consumed=false
151	black	«https://www.youtube.com/watch?v=65_c1CpfTjU **Hip-Hop Around the Clock»	consumed=false
152	tag	end activity	CONTAINER_CLOSE	tag	«[End activity]»	after«»	consumed=false
153	tag	activity	CONTAINER_OPEN	tag	«[Activity 2E]»	after«»	consumed=false
154	tag	h3	ELEMENT	tag	«[H3]»	after«Telling the time»	consumed=false
155	tag	activity	CONTAINER_OPEN	tag	«[Activity body]»	after«What’s the time? Match the time with the»	consumed=true
156	tag	?		noise	«.»	after«»	consumed=true
157	tag	drag and drop	INTERACTIVE	tag	«[Drag and Drop] Is it possible to use this as a drag and dro»	after«»	consumed=true
158	table	4x4	«🔴[RED TEXT] [|3 o’clock|half past 4|quarter past 2 // |half past 10|7 o’clock|quarter to 7 // |half past 12|quarter to 10|half past 3»	consumed=true
159	tag	button	ELEMENT	tag	«[Button]»	after«Check answers»	consumed=true
160	tag	button	ELEMENT	tag	«[Button]»	after«reset»	consumed=true
161	tag	end activity	CONTAINER_CLOSE	tag	«[End activity]»	after«»	consumed=false
162	tag	alert	CONTAINER_OPEN	tag	«[Alert]»	after«In this lesson, you've covered a lot abo»	consumed=false
163	tag	page	PAGE_BOUNDARY	tag	«[Page 3]»	after«»	consumed=false
164	tag	tab n	SUBTAG	tag	«[Side Tab 2]»	after«Turns & Angles»	consumed=false
165	tag	heading	ELEMENT	tag	«[Lesson 3 title H1]»	after«Turns and angles»	consumed=false
166	tag	h2	ELEMENT	tag	«[H2]»	after«Exploring Quarter, Half, Three-Quarter, »	consumed=false
167	tag	body	ELEMENT	tag	«[Body]»	after«Quarter, half, three-quarter, and full t»	consumed=false
168	tag	carousel	INTERACTIVE	tag	«[Carousel Slideshow] Can this please be used as a slideshow.»	after«»	consumed=true
169	black	«https://www.twinkl.co.nz/resource/t-n-6202-maths-quarter-turn-and-half»	consumed=true
170	tag	h2	ELEMENT	tag	«[H2]»	after«Clockwise and anticlockwise»	consumed=true
171	tag	body	ELEMENT	tag	«[body]»	after«Watch this video to learn more about clo»	consumed=true
172	tag	video	ELEMENT	tag	«[Video]»	after«https://www.youtube.com/watch?v=SeDMBzXv»	consumed=true
173	tag	activity	CONTAINER_OPEN	tag	«[Activity 3A]»	after«»	consumed=true
174	tag	h3	ELEMENT	tag	«[H3]»	after«Turning animals»	consumed=true
175	tag	body	ELEMENT	tag	«[body]»	after«Click on the animal that shows the corre»	consumed=true
176	tag	mcq	INTERACTIVE	tag	«[Multichoice img] the correct answer has been shown with a p»	after«»	consumed=true
177	tag	body	ELEMENT	tag	«[Body]»	after«Which ladybird has turned a half turn cl»	consumed=true
178	table	1x5	«🔴[RED TEXT] [|A|B|C|D»	consumed=true
179	tag	image	ELEMENT	tag	«[Image]»	after«https://www.istockphoto.com/vector/cute-»	consumed=true
180	tag	body	ELEMENT	tag	«[Body]»	after«Which turtle has turned a one-quarter tu»	consumed=false
181	table	1x5	«🔴[RED TEXT] [|A|B|C|D»	consumed=false
182	tag	image	ELEMENT	tag	«[Image]»	after«https://www.istockphoto.com/vector/vecto»	consumed=false
183	tag	body	ELEMENT	tag	«[Body]»	after«Which giraffe has turned a full turn clo»	consumed=false
184	table	1x5	«🔴[RED TEXT] [|A|B|C|D»	consumed=false
185	tag	image	ELEMENT	tag	«[Image]»	after«https://www.istockphoto.com/vector/carto»	consumed=false
186	tag	body	ELEMENT	tag	«[Body]»	after«Which dragonfly has turned a three quart»	consumed=false
187	table	1x5	«🔴[RED TEXT] [|A|B|C|D»	consumed=false
188	tag	image	ELEMENT	tag	«[Image]»	after«https://www.istockphoto.com/vector/cute-»	consumed=false
189	tag	button	ELEMENT	tag	«[Button]»	after«Check answers»	consumed=false
190	tag	button	ELEMENT	tag	«[button]»	after«Reset»	consumed=false
191	tag	end activity	CONTAINER_CLOSE	tag	«[End activity]»	after«»	consumed=false
192	tag	alert	CONTAINER_OPEN	tag	«[Alert]»	after«In this lesson, you've learned about dif»	consumed=false
193	tag	page	PAGE_BOUNDARY	tag	«[Page 4]»	after«»	consumed=false
194	tag	tab n	SUBTAG	tag	«[Side Tab 4]»	after«Perimeter, area, and volume»	consumed=false
195	tag	heading	ELEMENT	tag	«[Lesson 4 title H1]»	after«Perimeter, area, and volume»	consumed=false
196	tag	h2	ELEMENT	tag	«[H2]»	after«Perimeter»	consumed=false
197	tag	body	ELEMENT	tag	«[Body]»	after«Perimeter is the distance around a 2D sh»	consumed=false
198	black	«To find the perimeter, we add all the sides together.»	consumed=false
199	tag	image	ELEMENT	tag	«[Image] Please can these be recreated.»	after«»	consumed=false
200	tag	body	ELEMENT	tag	«[Body]»	after«4cm + 4cm + 4cm + 4cm = 16cm 4cm + 6cm +»	consumed=false
201	tag	?		instruction	«Please could these be centred under each image»	after«»	consumed=false
202	tag	activity	CONTAINER_OPEN	tag	«[Activity 4A]»	after«»	consumed=true
203	tag	h3	ELEMENT	tag	«[H3]»	after«Find the perimeter»	consumed=true
204	tag	activity	CONTAINER_OPEN	tag	«[Activity body]»	after«Calculate the perimeter of these shapes.»	consumed=true
205	tag	?		instruction	«[Type and check] I have given the answers in red. Could the »	after«»	consumed=true
206	table	2x2	«1. / 2cm + 8cm|2. / 6cm + 8cm // 3. / 5cm + 5cm|4. / 2cm + 2cm»	consumed=true
207	tag	button	ELEMENT	tag	«[Button]»	after«Check answers»	consumed=true
208	tag	button	ELEMENT	tag	«[Button]»	after«Reset»	consumed=true
209	tag	end activity	CONTAINER_CLOSE	tag	«[End activity]»	after«»	consumed=false
210	tag	h2	ELEMENT	tag	«[H2]»	after«Area»	consumed=false
211	tag	body	ELEMENT	tag	«[Body]»	after«Area is the amount of surface on a shape»	consumed=false
212	tag	image	ELEMENT	tag	«[Image] please recreate»	after«»	consumed=false
213	tag	body	ELEMENT	tag	«[body]»	after«This square has an area of 9 squares. Ni»	consumed=false
214	tag	activity	CONTAINER_OPEN	tag	«[Activity 4B]»	after«»	consumed=false
215	tag	h3	ELEMENT	tag	«[H3]»	after«Find the area»	consumed=false
216	tag	activity	CONTAINER_OPEN	tag	«[Activity body]»	after«Click on the 1cm square, and drag to cov»	consumed=true
217	tag	drag and drop	INTERACTIVE	tag	«[Drag and drop] Please could these be recreated. Is it possi»	after«»	consumed=true
218	table	2x2	«🔴[RED TEXT] A|🔴[RED TEXT] A // 🔴[RED TEXT] A|🔴[RED TEXT] A»	consumed=true
219	tag	button	ELEMENT	tag	«[Button]»	after«Check answers»	consumed=true
220	tag	button	ELEMENT	tag	«[Button]»	after«Reset»	consumed=true
221	tag	end activity	CONTAINER_CLOSE	tag	«[End activity]»	after«»	consumed=false
222	tag	h2	ELEMENT	tag	«[H2]»	after«Volume»	consumed=false
223	tag	body	ELEMENT	tag	«[Body]»	after«Volume is how much space a 3D shape take»	consumed=false
224	tag	image	ELEMENT	tag	«[Image] Can this please be recreated and in colour.»	after«»	consumed=false
225	tag	body	ELEMENT	tag	«[Body]»	after«This is one cube.»	consumed=false
226	tag	body	ELEMENT	tag	«[body]»	after«This 3D shape is made up of 3 cubes.»	consumed=false
227	tag	activity	CONTAINER_OPEN	tag	«[Activity 4C]»	after«»	consumed=true
228	tag	h2	ELEMENT	tag	«[H2]»	after«How many cubes?»	consumed=true
229	tag	activity	CONTAINER_OPEN	tag	«[Activity body]»	after«Count the number of cubes to work out th»	consumed=true
230	tag	?		instruction	«[Type and check] Could the images please be recreated in col»	after«»	consumed=true
231	table	2x2	«🔴[RED TEXT] 3|2. / 🔴[RED TE // 🔴[RED TEXT] 8|🔴[RED TEXT] 1»	consumed=true
232	tag	button	ELEMENT	tag	«[Button]»	after«Check answers»	consumed=true
233	tag	button	ELEMENT	tag	«[Button]»	after«Reset»	consumed=true
234	tag	end activity	CONTAINER_CLOSE	tag	«[End activity]»	after«»	consumed=false
235	tag	activity	CONTAINER_OPEN	tag	«[Activity 4D]»	after«»	consumed=false
236	tag	h3	ELEMENT	tag	«[H3]»	after«Perimeter, area and volume quiz»	consumed=false
237	tag	activity	CONTAINER_OPEN	tag	«[Activity body]»	after«Choose the best answer for each question»	consumed=true
238	tag	mcq	INTERACTIVE	tag	«[Multichoice quiz] Can this trigger MTK engagement please»	after«»	consumed=true
239	table	4x2	«🔴[RED TEXT] Q|🔴[RED TEXT] A // 1. What is the|A) 12 cm B) 14 // 2. How do you |A) Count the n»	consumed=true
240	tag	button	ELEMENT	tag	«[button]»	after«Check answers»	consumed=true
241	tag	end activity	CONTAINER_CLOSE	tag	«[End activity]»	after«»	consumed=false
242	tag	alert	CONTAINER_OPEN	tag	«[Alert]»	after«In this lesson, you've learned about per»	consumed=false
243	tag	?		instruction	«[MXFUN203 Content - PHASE 2]»	after«»	consumed=false
244	tag	title bar	SECTION_MARKER	tag	«[Title]»	after«Measurement»	consumed=false
245	tag	lesson content	SECTION_MARKER	tag	«[Fundamental content]»	after«»	consumed=false
246	tag	front	SUBTAG	tag	«[Front Page]»	after«»	consumed=false
247	tag	body	ELEMENT	tag	«[Body]»	after«Measurement is everywhere in our lives. »	consumed=false
248	black	«Click on the links below to explore the various skills within the Meas»	consumed=false
249	tag	?		instruction	«Could the below images and heading text underneath be spread»	after«»	consumed=false
250	table	1x4	«🔴[RED TEXT] [|🔴[RED TEXT] [|🔴[RED TEXT] [|🔴[RED TEXT] [»	consumed=true
251	tag	page	PAGE_BOUNDARY	tag	«[Page 1]»	after«»	consumed=false
252	tag	tab n	SUBTAG	tag	«[Side tab 1]»	after«Metric measurement»	consumed=false
253	tag	heading	ELEMENT	tag	«[Lesson 1 title H1]»	after«Metric measurement»	consumed=false
254	tag	h2	ELEMENT	tag	«[H2]»	after«Measuring length»	consumed=false
255	tag	body	ELEMENT	tag	«[Body]»	after«We use metres, centimetres and millimetr»	consumed=false
256	black	«There are 100 centimetres in 1 metre. Another way to think about this »	consumed=false
257	black	«100 cm = 1 m 1 cm = 1/100 m or 0.01m ½ m = 50 cm = 0.5 m»	consumed=false
258	tag	image	ELEMENT	tag	«[Image]»	after«https://www.istockphoto.com/photo/red-ru»	consumed=false
259	tag	activity	CONTAINER_OPEN	tag	«[Activity 1A]»	after«»	consumed=false
260	tag	h2	ELEMENT	tag	«[H2]»	after«Match the objects»	consumed=false
261	tag	activity	CONTAINER_OPEN	tag	«[Activity body]»	after«Match these objects with their correct m»	consumed=true
262	tag	drag and drop	INTERACTIVE	tag	«[Drag and drop]»	after«»	consumed=true
263	tag	?		instruction	«Could the images please stay still and the measurements drag»	after«»	consumed=true
264	table	7x2	«|🔴[RED TEXT] A // 🔴[RED TEXT] [|37m // 🔴[RED TEXT] [|10cm»	consumed=true
265	tag	button	ELEMENT	tag	«[Button]»	after«Check answers»	consumed=true
266	tag	button	ELEMENT	tag	«[Button]»	after«Reset»	consumed=true
267	tag	end activity	CONTAINER_CLOSE	tag	«[End activity]»	after«»	consumed=false
268	tag	h2	ELEMENT	tag	«[H2]»	after«Measuring mass»	consumed=false
269	tag	body	ELEMENT	tag	«[Body]»	after«We measure mass in kilograms and grams. »	consumed=false
270	black	«1 000 grams = 1 kilogram»	consumed=false
271	black	«1 000 g = 1 kg»	consumed=false
272	black	«½ a kilogram is 500 grams, or 0.5 kilograms.»	consumed=false
273	black	«Sometimes, mass can be in both kg and g.»	consumed=false
274	black	«These bananas weigh more than 1 kg. They weigh 1 300g or 1 kg and 300 »	consumed=false
275	tag	image	ELEMENT	tag	«[Image] RHS of above text. Could something like this please »	after«»	consumed=false
276	tag	activity	CONTAINER_OPEN	tag	«[Activity 1B]»	after«»	consumed=true
277	tag	h2	ELEMENT	tag	«[H2]»	after«Kilograms and grams»	consumed=true
278	tag	activity	CONTAINER_OPEN	tag	«[Activity body]»	after«Type the mass in kilograms and grams.»	consumed=true
279	tag	?		instruction	«[Type and check] Answers are in red.»	after«»	consumed=true
280	table	5x1	«• 1 250 grams  // • 3 500 grams  // • 7 800 grams »	consumed=true
281	tag	button	ELEMENT	tag	«[Button]»	after«Check answers»	consumed=true
282	tag	button	ELEMENT	tag	«[Button]»	after«Reset»	consumed=true
283	tag	end activity	CONTAINER_CLOSE	tag	«[End activity]»	after«»	consumed=false
284	tag	activity	CONTAINER_OPEN	tag	«[Activity 1C]»	after«»	consumed=true
285	tag	h2	ELEMENT	tag	«[H2]»	after«Canine weights»	consumed=true
286	tag	activity	CONTAINER_OPEN	tag	«[Activity body]»	after«Use the clues to find the weights of eac»	consumed=true
287	black	«1. Louie is half the weight of Ali.»	consumed=true
288	black	«1. Ali is 2 kg more than JJ.»	consumed=true
289	black	«1. JJ is half the weight of Max.»	consumed=true
290	black	«1. Max is 28 kg.»	consumed=true
291	tag	?		instruction	«[Type and check] I have shown the answer to be typed in red»	after«»	consumed=true
292	table	2x4	«🔴[RED TEXT] [|🔴[RED TEXT] [|🔴[RED TEXT] [|🔴[RED TEXT] [ // 🔴[RED TEXT] [|🔴[RED TEXT] [|🔴[RED TEXT] [|🔴[RED TEXT] [»	consumed=true
293	tag	button	ELEMENT	tag	«[Button]»	after«Check answers»	consumed=true
294	tag	button	ELEMENT	tag	«[Button]»	after«Reset»	consumed=true
295	tag	end activity	CONTAINER_CLOSE	tag	«[End activity]»	after«»	consumed=false
296	tag	h2	ELEMENT	tag	«[H2]»	after«Measuring capacity»	consumed=false
297	tag	body	ELEMENT	tag	«[Body]»	after«Capacity is the amount of liquid that a »	consumed=false
298	black	«To measure capacity we use millilitres and litres.»	consumed=false
299	black	«1 000 ml= 1 L»	consumed=false
